"CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","ID","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OWNERID","SYSTEMMODSTAMP","C2G__REPORTINGCODE__C","ERROR"
"005d0000003njInAAI","2016-04-16T21:10:55.000Z","USD","a4Md0000000dWV4EAM","false","005d0000003njInAAI","2016-04-16T21:10:55.000Z","","","AR","005d0000003njInAAI","2018-05-11T10:38:17.000Z","1280000","operation performed with inactive user [005d0000003njIn] as owner of 01Id0000001d1cP"
